"region","population","sex","age","education","income","statusquo","vote"
"SA",250000,"M",64,"P",NA,-0.25612,"A"
"SA",250000,"F",23,"PS",35000,-0.87985,"U"
"SA",250000,"F",46,"S",35000,-1.29617,"N"
"SA",250000,"M",68,"S",15000,1.5877,"Y"
"SA",250000,"M",65,"S",NA,-0.03639,NA
"SA",250000,"M",21,"PS",75000,0.44665,"A"
"SA",250000,"M",25,"PS",35000,1.36539,"Y"
"SA",250000,"F",36,"S",35000,-1.29617,"U"
"SA",250000,"M",68,"P",15000,1.52184,NA
"SA",250000,"F",22,"PS",35000,0.15722,"A"
"SA",250000,"F",61,"S",35000,-1.29617,"N"
"SA",250000,"M",19,"S",7500,0.47772,"A"
"SA",250000,"M",62,"P",35000,-1.21834,"N"
"SA",250000,"F",40,"P",15000,1.5877,"Y"
"SA",250000,"F",21,"PS",35000,-1.72594,"N"
"SA",250000,"M",37,"P",35000,1.36478,NA
"SA",250000,"F",25,"P",7500,1.51869,"Y"
"SA",250000,"M",35,"S",35000,-0.89647,"U"
"SA",250000,"F",40,"P",7500,1.5877,"Y"
"SA",250000,"F",43,"S",2500,0.80245,"N"
"SA",250000,"M",64,"P",7500,-0.91383,"U"
"SA",250000,"F",35,"S",35000,1.1425,"Y"
"SA",250000,"M",67,"P",NA,1.3811,"Y"
"SA",250000,"F",23,"PS",35000,1.51515,"Y"
"SA",250000,"F",39,"P",75000,0.3898,"Y"
"SA",250000,"M",18,"PS",75000,1.40042,"Y"
"SA",250000,"M",54,"S",35000,1.46885,"Y"
"SA",250000,"F",21,"S",35000,-0.37796,NA
"SA",250000,"M",34,"S",75000,0.49205,NA
"SA",250000,"M",42,"S",125000,-1.2105,"N"
"SA",250000,"F",42,"S",7500,-0.93171,"N"
"SA",250000,"F",60,"P",7500,1.37276,"Y"
"SA",250000,"F",31,"S",15000,-1.29617,"A"
"SA",250000,"M",60,"P",7500,0.09968,"Y"
"SA",250000,"M",20,"P",15000,-1.10678,"N"
"SA",250000,"M",25,"P",7500,-1.07069,"N"
"SA",250000,"M",30,"P",7500,0.99912,"Y"
"SA",250000,"F",35,"S",15000,-0.24978,"N"
"SA",250000,"M",65,"P",35000,-0.97492,"N"
"SA",250000,"F",62,"PS",15000,-1.06935,"A"
"SA",250000,"F",50,"S",75000,0.15413,"Y"
"SA",250000,"F",20,"S",35000,-0.73822,"U"
"SA",250000,"M",24,"P",15000,-1.26247,"N"
"SA",250000,"F",61,"P",2500,-1.18602,"A"
"SA",250000,"M",44,"P",35000,-0.16244,"U"
"SA",250000,"M",59,"P",7500,-0.97169,"U"
"SA",250000,"F",23,"P",7500,0.87023,"Y"
"SA",250000,"M",22,"S",35000,1.1763,"U"
"SA",250000,"M",45,"P",35000,0.20171,"Y"
"SA",250000,"F",40,"S",35000,-1.29617,"N"
"SA",250000,"F",66,"P",35000,-1.29617,"N"
"SA",250000,"M",60,"P",75000,1.55399,"Y"
"SA",250000,"F",29,"S",15000,-0.92834,"A"
"SA",250000,"F",38,"S",NA,0.51284,"U"
"SA",250000,"M",31,"S",15000,1.16822,"Y"
"SA",250000,"F",29,"S",75000,-0.78516,"U"
"SA",250000,"M",24,"S",15000,-0.67418,"Y"
"SA",250000,"M",59,"P",35000,1.27849,"Y"
"SA",250000,"F",29,"S",75000,1.40361,"Y"
"SA",250000,"F",48,"P",15000,-0.05921,"U"
"SA",250000,"F",45,"P",35000,-1.03643,"A"
"SA",250000,"M",63,"P",7500,-0.20918,NA
"SA",250000,"F",23,"S",35000,-1.15795,"N"
"SA",250000,"M",70,"P",7500,-1.25795,"N"
"SA",250000,"M",34,"PS",35000,-1.21777,"N"
"SA",250000,"F",52,"P",15000,-1.22954,"U"
"SA",250000,"F",23,"PS",15000,-1.14049,"N"
"SA",250000,"M",18,"S",35000,-1.25795,"N"
"SA",250000,"F",46,NA,15000,-1.29617,"N"
"SA",250000,"F",58,"P",7500,1.37986,"U"
"SA",250000,"M",67,"P",15000,-1.2629,"U"
"SA",250000,"F",23,"P",7500,-0.26963,"N"
"SA",250000,"M",43,"P",15000,0.16466,"U"
"SA",250000,"M",18,"S",7500,-0.79979,"Y"
"SA",250000,"M",43,"P",75000,1.44541,"Y"
"SA",250000,"F",45,"P",35000,-1.06673,"U"
"SA",250000,"F",57,"P",7500,0.11796,"U"
"SA",250000,"F",23,"S",35000,-1.16369,"N"
"SA",250000,"F",45,"P",15000,1.42782,"U"
"SA",250000,"M",37,"P",15000,0.50129,"N"
"SA",250000,"M",24,"S",35000,1.25589,"Y"
"SA",250000,"F",40,"P",35000,-0.97614,"N"
"SA",250000,"F",35,"P",7500,1.54808,"Y"
"SA",250000,"M",27,"S",7500,0.19955,"N"
"SA",250000,"M",45,"P",35000,1.51515,"Y"
"SA",250000,"M",43,"P",2500,0.51876,"A"
"SA",250000,"F",32,"P",7500,-0.05572,"A"
"SA",250000,"F",57,"P",2500,0.19502,"U"
"SA",250000,"M",28,"S",15000,-0.86034,"A"
"SA",250000,"F",46,"P",15000,0.96365,"Y"
"SA",250000,"M",38,"S",2500,-0.96979,"U"
"SA",250000,"F",25,"S",15000,1.05131,"Y"
"SA",250000,"M",18,"S",15000,-0.88433,"N"
"SA",250000,"F",39,"P",15000,-1.20559,"U"
"SA",250000,"M",44,"S",7500,-0.07422,"U"
"SA",250000,"M",46,"P",15000,-1.1008,"N"
"SA",250000,"F",20,"P",7500,-1.21974,"N"
"SA",250000,"F",60,"P",15000,-1.11727,"U"
"SA",250000,"M",20,"S",35000,0.39838,"U"
"SA",250000,"F",55,"P",2500,-1.19286,"N"
"SA",250000,"M",70,"P",7500,0.18178,"U"
"SA",250000,"F",18,"S",15000,0.10006,"U"
"SA",250000,"F",50,"P",15000,0.14497,"U"
"SA",250000,"M",38,"P",35000,-1.21834,"N"
"SA",250000,"M",55,"P",35000,-1.21834,"N"
"SA",250000,"M",18,"S",35000,1.12067,"Y"
"SA",250000,"F",21,"S",15000,-1.10757,NA
"SA",250000,"F",40,"P",35000,0.33514,"Y"
"SA",250000,"M",21,"S",35000,-1.21834,"N"
"SA",250000,"M",49,"P",15000,-1.21834,"N"
"SA",250000,"M",37,"S",15000,-1.04094,"Y"
"SA",250000,"M",37,"S",35000,1.04274,"U"
"SA",250000,"M",36,"S",15000,-1.18151,"N"
"SA",250000,"F",24,"S",7500,-1.29617,"N"
"SA",250000,"M",25,"PS",15000,-0.91941,"N"
"SA",250000,"F",58,"P",7500,1.5368,"Y"
"SA",250000,"F",54,"S",35000,1.47476,"Y"
"SA",250000,"M",53,"S",35000,-1.0444,"N"
"SA",250000,"F",20,"S",NA,-1.05006,"N"
"SA",250000,"M",19,"S",35000,-1.14719,"N"
"SA",250000,"M",59,"P",35000,0.20745,"Y"
"SA",250000,"F",36,"P",35000,-1.17871,"N"
"SA",250000,"F",31,"S",15000,0.93119,"Y"
"SA",250000,"M",18,"S",7500,1.18721,"U"
"SA",250000,"M",43,"P",15000,-0.92939,"U"
"SA",250000,"M",27,"S",15000,1.18527,"U"
"SA",250000,"F",25,"S",7500,1.1535,"U"
"SA",250000,"F",45,"P",15000,-1.29617,"N"
"SA",250000,"M",18,"S",35000,1.23212,"Y"
"SA",250000,"M",38,"P",15000,1.29875,"Y"
"SA",250000,"M",66,"P",15000,-0.91715,"U"
"SA",250000,"M",55,"P",15000,-1.29617,"A"
"SA",250000,"F",37,"P",15000,-0.29711,"U"
"SA",250000,"F",39,"P",15000,-0.76404,"N"
"SA",250000,"M",65,"P",2500,1.54947,"Y"
"SA",250000,"M",29,"S",15000,-0.14864,"A"
"SA",250000,"M",39,"P",15000,-0.45208,"N"
"SA",250000,"F",27,"S",15000,-1.29617,"N"
"SA",250000,"F",58,"S",15000,0.9196,NA
"SA",250000,"F",48,"S",15000,-1.25656,"A"
"SA",250000,"M",18,"S",15000,-0.42745,"N"
"SA",250000,"M",27,"PS",75000,-1.17723,"N"
"SA",250000,"F",56,"S",125000,-1.27876,"A"
"SA",250000,"F",21,"S",7500,-0.36225,"A"
"SA",250000,"M",36,"PS",75000,1.44593,"Y"
"SA",250000,"M",61,"P",35000,1.28789,NA
"SA",250000,"F",28,"S",15000,-0.60491,"Y"
"SA",250000,"F",33,"PS",35000,-0.67038,"N"
"SA",250000,"F",51,"P",35000,1.3309,"Y"
"SA",250000,"M",51,"PS",35000,-1.02895,"N"
"SA",250000,"M",22,"PS",15000,-0.55476,"N"
"SA",250000,"F",25,"P",15000,-1.10496,"U"
"SA",250000,"F",36,"P",7500,-0.39733,"N"
"SA",250000,"F",45,"S",35000,-1.29617,"N"
"SA",250000,"M",21,"P",7500,-1.29617,"N"
"SA",250000,"M",38,"P",7500,-1.14103,"N"
"SA",250000,"F",28,"PS",7500,-0.90906,"N"
"SA",250000,"M",68,"P",75000,-1.10507,"U"
"SA",250000,"F",36,"P",35000,-0.98083,"U"
"SA",250000,"F",40,"S",15000,-1.29617,"N"
"SA",250000,"M",22,"PS",15000,-1.2307,"N"
"SA",250000,"M",67,"PS",35000,0.1054,NA
"SA",250000,"M",28,"PS",125000,-1.29617,"N"
"SA",250000,"M",53,"P",NA,1.40039,"Y"
"SA",250000,"F",58,"P",35000,0.93995,"U"
"SA",250000,"F",26,"S",15000,-0.30841,"U"
"SA",250000,"F",69,"S",35000,0.26058,"U"
"SA",250000,"F",28,"PS",35000,-0.8623,"U"
"SA",250000,"F",66,"P",15000,0.64595,"U"
"SA",250000,"M",51,"S",35000,1.53157,"Y"
"SA",250000,"M",18,"S",75000,-0.65243,"U"
"SA",250000,"M",68,"S",200000,1.48145,"Y"
"SA",250000,"M",63,"S",35000,1.3368,"Y"
"SA",250000,"F",24,"S",35000,-0.10004,"A"
"SA",250000,"F",43,"S",15000,-0.75506,"U"
"SA",250000,"M",22,"PS",35000,-0.92939,"N"
"SA",250000,"M",19,"S",125000,-1.04221,"N"
"SA",250000,"F",53,"P",15000,-0.36198,"U"
"SA",250000,"F",21,"S",35000,-0.79353,"N"
"SA",250000,"M",40,"PS",75000,1.5877,"Y"
"SA",250000,"F",70,"PS",75000,0.07535,"U"
"SA",250000,"F",42,"S",75000,0.04202,"A"
"SA",250000,"F",29,"S",15000,-1.25656,"N"
"SA",250000,"M",32,"S",NA,1.26582,NA
"SA",250000,"M",60,"S",75000,-1.10502,"N"
"SA",250000,"M",44,"S",35000,0.04743,"U"
"SA",250000,"F",62,"P",15000,1.5877,"Y"
"SA",250000,"F",24,"PS",35000,-1.29617,"N"
"SA",250000,"M",25,"PS",7500,-1.21974,"N"
"SA",250000,"F",48,"P",15000,0.1906,"A"
"SA",250000,"M",47,"S",75000,-0.92313,NA
"SA",250000,"F",59,"S",35000,-0.74848,"A"
"SA",250000,"M",68,"S",35000,-1.25795,"N"
"SA",250000,"F",26,"S",35000,-1.10757,"N"
"SA",250000,"M",57,"S",75000,1.40361,"Y"
"SA",250000,"M",19,"S",15000,-1.25795,"N"
"SA",250000,"F",22,"S",35000,-0.44948,"N"
"SA",250000,"F",54,"P",15000,-1.14049,"N"
"SA",250000,"F",67,"S",7500,-0.11911,"N"
"SA",250000,"M",65,"P",75000,-1.08055,"N"
"SA",250000,"M",33,"P",15000,0.69205,"U"
"SA",250000,"F",46,"S",15000,1.01625,"Y"
"SA",250000,"F",55,"S",75000,-1.29617,"N"
"SA",250000,"F",20,"S",35000,-1.25795,"N"
"SA",250000,"M",45,"S",15000,0.57007,"Y"
"SA",250000,"M",29,"S",15000,-1.18323,"N"
"SA",250000,"M",36,"S",7500,-1.29617,"N"
"SA",250000,"F",64,"P",35000,-1.29617,"N"
"SA",250000,"M",20,"S",15000,-0.81078,"N"
"SA",250000,"F",67,"P",7500,-0.99558,"N"
"SA",250000,"F",27,"S",15000,-1.29617,"N"
"SA",250000,"M",59,"P",7500,-1.29617,"N"
"SA",250000,"M",25,"PS",35000,-1.18011,"N"
"SA",250000,"F",23,"PS",35000,-1.29617,"N"
"SA",250000,"F",60,"S",15000,-0.32866,"U"
"SA",250000,"F",48,"S",75000,-1.14579,"N"
"SA",250000,"F",28,"S",15000,-0.78735,"Y"
"SA",250000,"F",48,"P",7500,-1.03937,"U"
"SA",250000,"M",45,"S",15000,-1.14049,"N"
"SA",250000,"M",26,"S",15000,-0.9353,"N"
"SA",250000,"F",37,"P",35000,-1.18011,"N"
"SA",250000,"F",24,"S",35000,0.13025,"N"
"SA",250000,"M",32,"S",75000,0.27062,"U"
"SA",250000,"F",38,"PS",35000,-1.14049,"N"
"SA",250000,"M",63,"S",75000,-1.00723,"U"
"SA",250000,"M",38,"PS",75000,-1.29617,"A"
"SA",250000,"M",36,"PS",125000,-1.02263,"N"
"SA",250000,"F",39,"S",75000,-0.92939,"U"
"SA",250000,"F",32,"PS",75000,-1.29617,"U"
"SA",250000,"M",35,"S",75000,-0.01265,"U"
"SA",250000,"F",37,"PS",35000,-1.29617,"N"
"SA",250000,"M",42,"P",15000,-1.23032,"N"
"SA",250000,"M",30,"S",35000,-0.89647,"U"
"SA",250000,"F",20,"S",35000,-1.00607,"U"
"SA",250000,"F",57,"P",35000,1.32047,"Y"
"SA",250000,"M",47,"P",35000,-1.21834,"N"
"SA",250000,"F",45,"S",7500,-1.04094,"N"
"SA",250000,"F",20,"S",35000,-1.29617,"N"
"SA",250000,"F",38,"PS",15000,-0.95617,"U"
"SA",250000,"M",47,"P",35000,-1.14049,"N"
"SA",250000,"M",22,"S",35000,-1.21834,"N"
"SA",250000,"F",21,"S",15000,-0.64023,"U"
"SA",250000,"F",36,"P",35000,0.1869,"U"
"SA",250000,"M",24,"P",35000,-1.29617,"N"
"SA",250000,"M",48,"P",7500,0.51408,"U"
"SA",250000,"M",40,"S",15000,-0.37943,"U"
"SA",250000,"F",19,"S",15000,-0.68396,"N"
"SA",250000,"M",43,"P",35000,-1.105,"N"
"SA",250000,"M",24,"P",15000,-1.29617,"N"
"SA",250000,"F",58,"P",15000,-0.16141,"Y"
"SA",250000,"F",40,"P",7500,1.4612,"U"
"SA",250000,"F",30,"S",75000,-0.61249,"N"
"SA",250000,"M",39,"S",35000,0.95428,"U"
"SA",250000,"F",37,"PS",75000,-0.49725,"N"
"SA",250000,"M",65,"S",75000,0.61694,"Y"
"SA",250000,"M",26,"S",75000,-0.90783,"N"
"SA",250000,"F",69,"S",75000,1.5877,"Y"
"SA",250000,"F",39,"P",15000,-0.00248,"U"
"SA",250000,"M",21,"PS",75000,0.82279,"Y"
"SA",250000,"F",30,"S",125000,0.86028,"Y"
"SA",250000,"M",62,"S",125000,1.54808,"Y"
"SA",250000,"F",62,"P",35000,1.2102,NA
"SA",250000,"M",30,"S",75000,0.4505,"N"
"SA",250000,"M",40,"PS",35000,-1.07812,"N"
"SA",250000,"F",26,"PS",125000,-1.21834,"N"
"SA",250000,"F",40,"PS",125000,-0.97431,"U"
"SA",250000,"M",50,"PS",35000,-0.89595,"N"
"SA",250000,"M",21,"S",15000,-0.42948,"N"
"SA",250000,"F",39,"S",15000,1.5877,"Y"
"SA",250000,"F",18,"S",200000,-1.21834,"N"
"SA",250000,"M",51,"S",125000,-0.77762,"N"
"SA",250000,"M",59,"S",15000,0.15666,NA
"SA",250000,"M",52,"P",15000,-1.29617,"N"
"SA",250000,"F",57,"P",15000,-1.07801,"U"
"SA",250000,"M",20,"S",15000,-0.57538,"Y"
"SA",250000,"F",29,"S",35000,-1.23667,"N"
"SA",250000,"F",29,"S",15000,-0.4905,"U"
"SA",250000,"F",37,"S",35000,0.56853,"U"
"SA",250000,"M",39,"P",35000,-1.29617,"N"
"SA",250000,"F",36,"S",7500,-1.29617,NA
"SA",250000,"M",18,"S",75000,0.12997,"Y"
"SA",250000,"F",44,"S",125000,0.59566,"Y"
"SA",250000,"M",18,"S",125000,-1.04094,"A"
"SA",250000,"F",32,"PS",35000,-1.2164,"N"
"SA",250000,"M",41,"PS",75000,-1.21834,"N"
"SA",250000,"F",25,"PS",35000,1.47725,"Y"
"SA",250000,"F",50,"PS",35000,-1.21695,"N"
"SA",250000,"M",19,"S",125000,-1.21923,"U"
"SA",250000,"M",43,"PS",200000,-1.19755,"N"
"SA",250000,"M",37,"PS",125000,-1.29617,"N"
"SA",250000,"F",30,"PS",200000,-1.14799,"N"
"SA",250000,"F",25,"PS",125000,0.12788,"A"
"SA",250000,"F",54,"S",200000,-1.07456,"N"
"SA",250000,"M",36,"PS",15000,-0.79562,"N"
"SA",250000,"F",45,"PS",125000,-0.89052,"N"
"SA",250000,"M",33,"PS",35000,0.49274,"Y"
"SA",250000,"M",36,"S",125000,-1.01959,"N"
"SA",250000,"F",25,"PS",200000,-0.70916,"Y"
"SA",250000,"M",19,"S",75000,-0.2023,"N"
"SA",250000,"F",51,"S",75000,0.79215,"Y"
"SA",250000,"F",59,"S",7500,0.34139,"U"
"SA",250000,"F",44,"P",15000,-0.98019,"U"
"SA",250000,"F",24,"S",35000,1.35051,"U"
"SA",250000,"M",40,"P",35000,0.80029,"U"
"SA",250000,"M",44,"P",35000,1.10941,NA
"SA",250000,"M",35,"S",35000,0.56362,"U"
"SA",250000,"M",54,"P",2500,-0.76673,"U"
"SA",250000,"M",19,"P",15000,0.81038,"N"
"SA",250000,"F",59,"P",15000,1.17809,"Y"
"SA",250000,"F",43,"P",2500,0.19986,"U"
"SA",250000,"F",21,"S",7500,-1.28924,"N"
"SA",250000,"M",45,"P",15000,-0.25284,"Y"
"SA",250000,"F",18,"S",15000,-1.11716,"N"
"SA",250000,"F",39,"PS",35000,1.51307,"Y"
"SA",250000,"F",56,"PS",35000,0.8355,"Y"
"SA",250000,"M",25,"S",35000,-1.10496,"N"
"SA",250000,"M",20,"P",7500,-1.14301,"N"
"SA",250000,"F",23,"P",15000,0.4373,"Y"
"SA",250000,"F",48,"P",7500,-1.20796,"U"
"SA",250000,"M",52,"S",7500,-0.54071,"Y"
"SA",250000,"M",37,"PS",35000,1.45597,"Y"
"SA",250000,"F",49,"P",35000,1.49042,NA
"SA",250000,"F",32,"S",15000,0.28981,"U"
"SA",250000,"M",25,"S",35000,-0.70525,"N"
"SA",250000,"M",51,"P",15000,1.3991,"Y"
"SA",250000,"F",41,"P",15000,-0.88148,"U"
"SA",250000,"M",39,"P",35000,1.09571,"U"
"SA",250000,"F",45,"S",7500,-1.07386,"U"
"SA",250000,"M",20,"S",15000,-0.40275,"N"
"SA",250000,"F",21,"S",15000,-1.15838,"U"
"SA",250000,"M",70,"P",15000,1.48678,"Y"
"SA",250000,"M",36,"S",15000,0.20902,"A"
"SA",250000,"F",42,"P",15000,0.03978,"U"
"SA",250000,"F",43,"S",15000,-1.21834,"N"
"SA",250000,"F",20,"S",15000,-0.58372,"N"
"SA",250000,"M",34,"S",35000,-0.65956,"N"
"SA",250000,"M",60,"P",2500,0.81317,"Y"
"SA",250000,"M",36,"S",35000,-1.2727,"U"
"SA",250000,"M",21,"S",15000,-0.31678,"Y"
"SA",250000,"F",20,"S",15000,-1.21974,"N"
"SA",250000,"F",36,"S",15000,-0.78437,"U"
"SA",250000,"F",62,"P",35000,0.19019,"Y"
"SA",250000,"F",20,"S",35000,-1.25795,"N"
"SA",250000,"M",38,"S",200000,-0.7933,"N"
"SA",250000,"M",20,"PS",75000,-1.11878,"N"
"SA",250000,"M",35,"PS",200000,1.2692,"Y"
"SA",250000,"M",18,"S",200000,0.53171,"N"
"SA",250000,"F",29,"S",75000,-0.16923,"U"
"SA",250000,"F",18,"S",125000,-1.1464,"N"
"SA",250000,"F",43,"S",75000,-0.08924,"A"
"SA",250000,"M",42,"PS",75000,1.16774,"Y"
"SA",250000,"F",27,"PS",200000,-1.10282,"N"
"SA",250000,"M",32,"PS",125000,-1.21974,"N"
"SA",250000,"M",63,"S",75000,0.49426,"N"
"SA",250000,"F",36,"PS",75000,0.18235,"Y"
"SA",250000,"M",36,"S",125000,0.51557,"N"
"SA",250000,"M",33,"PS",200000,-0.87064,"N"
"SA",250000,"M",69,"S",125000,1.38413,"Y"
"SA",250000,"F",31,"S",200000,-0.65985,"N"
"SA",250000,"F",58,"S",125000,0.8853,"U"
"SA",250000,"F",42,"S",125000,1.55399,"Y"
"SA",250000,"F",22,"PS",35000,-1.01283,"N"
"SA",250000,"F",57,"PS",15000,-1.29617,"N"
"SA",250000,"F",43,"PS",125000,-0.68084,"N"
"SA",250000,"M",41,"PS",75000,0.91259,"Y"
"SA",250000,"M",57,"S",200000,0.04134,NA
"SA",250000,"M",28,"PS",75000,-0.83829,"N"
"SA",250000,"F",20,"PS",200000,1.40361,"Y"
"SA",250000,"F",24,"PS",125000,-1.04256,"N"
"SA",250000,"F",45,"PS",200000,0.92804,NA
"SA",250000,"M",42,"PS",125000,-1.29617,"N"
"SA",250000,"M",61,"PS",75000,1.55477,"Y"
"SA",250000,"M",34,"PS",125000,0.54349,"N"
"SA",250000,"F",26,"PS",200000,0.86287,"Y"
"SA",250000,"F",60,"PS",200000,1.39831,"Y"
"SA",250000,"F",36,"PS",200000,1.04278,"Y"
"SA",250000,"F",41,"PS",200000,-0.31354,"U"
"SA",250000,"M",67,"PS",200000,1.44244,"Y"
"SA",250000,"F",19,"PS",NA,-0.2941,"Y"
"SA",250000,"F",50,"S",200000,1.01542,"Y"
"SA",250000,"M",46,"PS",200000,0.8246,"Y"
"SA",250000,"F",57,"S",NA,-0.6293,"A"
"SA",250000,"F",42,"PS",35000,-1.10454,"N"
"SA",250000,"M",42,"PS",NA,1.34448,"Y"
"SA",250000,"F",19,"S",NA,-0.79884,"N"
"SA",250000,"F",42,"S",35000,-1.48144,NA
"SA",250000,"F",63,"P",7500,0.02698,NA
"SA",250000,"F",46,"S",125000,-1.02597,"N"
"SA",250000,"F",31,"S",75000,-1.21862,"N"
"SA",250000,"M",70,"S",35000,0.4676,NA
"SA",250000,"M",28,"PS",200000,1.21705,"Y"
"SA",250000,"F",54,"PS",15000,0.81109,"Y"
"SA",250000,"F",36,"PS",200000,-1.29617,"N"
"SA",250000,"M",38,"PS",NA,1.39381,"Y"
"SA",250000,"F",45,"S",200000,-1.00115,"A"
"SA",250000,"F",30,"S",125000,-0.19523,NA
"SA",250000,"M",69,"PS",75000,0.13858,NA
"SA",250000,"F",59,"P",15000,0.88849,"Y"
"SA",250000,"M",22,"S",NA,-0.15216,"N"
"SA",250000,"F",45,"P",7500,0.51627,"N"
"SA",250000,"F",24,"PS",200000,-1.14049,"N"
"SA",250000,"F",47,"S",125000,1.07339,"Y"
"SA",250000,"M",31,"PS",200000,1.44322,NA
"SA",250000,"M",46,"PS",200000,-0.66689,"N"
"SA",250000,"F",21,"PS",35000,-1.29617,"N"
"SA",250000,"F",39,"PS",200000,-1.25656,"N"
"SA",250000,"F",36,"S",75000,-0.94168,"N"
"SA",250000,"F",58,"S",35000,-0.40122,"N"
"SA",250000,"M",53,"S",125000,-1.0295,"N"
"SA",250000,"F",26,"PS",125000,-1.21834,"N"
"SA",250000,"F",22,"S",NA,0.90393,"U"
"SA",250000,"M",19,"PS",200000,1.51858,"Y"
"SA",250000,"M",53,"PS",200000,-0.30982,"U"
"SA",250000,"M",55,"S",200000,1.27096,"Y"
"SA",250000,"F",23,"PS",200000,0.64011,"Y"
"SA",250000,"F",58,"S",125000,1.1348,"Y"
"SA",250000,"M",60,"PS",200000,1.21964,"Y"
"SA",250000,"F",68,"S",75000,0.84667,"Y"
"SA",250000,"F",35,"PS",200000,0.7711,"Y"
"SA",250000,"M",27,"PS",200000,1.29798,"Y"
"SA",250000,"F",25,"PS",125000,1.39006,"Y"
"SA",250000,"F",62,"S",35000,-0.95218,"U"
"SA",250000,"M",70,"PS",125000,-1.06052,"N"
"SA",250000,"M",21,"PS",200000,0.43376,"Y"
"SA",250000,"F",35,"PS",125000,1.15286,"Y"
"SA",250000,"F",35,"PS",200000,-0.93773,"N"
"SA",250000,"M",22,"PS",NA,-0.0163,"N"
"SA",250000,"F",27,"PS",200000,0.97308,"Y"
"SA",250000,"F",40,"PS",200000,0.94765,"N"
"SA",250000,"F",62,"P",75000,0.73707,NA
"SA",250000,"M",44,"PS",200000,0.47231,"Y"
"SA",250000,"M",40,"P",15000,1.26093,"Y"
"SA",250000,"F",27,"P",7500,1.34623,"U"
"SA",250000,"F",42,"S",35000,0.13769,"U"
"SA",250000,"M",29,"S",35000,1.47615,"Y"
"SA",250000,"F",42,"S",15000,-0.15878,"U"
"SA",250000,"M",23,"S",15000,-1.29617,"N"
"SA",250000,"F",53,"P",15000,0.47051,"U"
"SA",250000,"F",53,"P",35000,0.13118,"Y"
"SA",250000,"F",20,"PS",35000,-0.01053,"U"
"SA",250000,"M",44,"S",35000,1.43793,"Y"
"SA",250000,"M",39,"PS",200000,1.33168,"Y"
"SA",250000,"M",25,"PS",125000,1.32577,"Y"
"SA",250000,"F",64,"S",35000,1.14675,"Y"
"SA",250000,"F",30,"PS",200000,-0.23212,"U"
"SA",250000,"F",27,"PS",125000,0.29437,"N"
"SA",250000,"M",33,"PS",75000,-1.11336,"N"
"SA",250000,"M",59,"PS",35000,-0.98643,"N"
"SA",250000,"F",57,"PS",75000,-0.62986,"N"
"SA",250000,"F",28,"PS",125000,1.51437,"Y"
"SA",250000,"F",38,"PS",125000,0.00744,"U"
"SA",250000,"F",65,"S",75000,-1.2727,"N"
"SA",250000,"F",24,"PS",75000,-0.45879,"N"
"SA",250000,"M",18,"S",125000,0.9846,"Y"
"SA",250000,"M",45,"PS",200000,1.14072,"Y"
"SA",250000,"F",59,"S",200000,-0.56959,"N"
"SA",250000,"F",36,"S",125000,-1.0404,"N"
"SA",250000,"M",26,"PS",75000,-0.41596,"N"
"SA",250000,"F",24,"S",75000,-0.84257,"A"
"SA",250000,"F",44,"PS",200000,-1.09949,"N"
"SA",250000,"M",36,"PS",200000,1.24045,"Y"
"SA",250000,"F",19,"PS",15000,-1.08103,"U"
"SA",250000,"M",18,"S",75000,0.01777,NA
"SA",250000,"M",36,"PS",35000,-0.59471,"U"
"SA",250000,"F",37,"P",15000,-1.25795,"A"
"SA",250000,"M",65,"PS",35000,-0.72986,"U"
"SA",250000,"M",25,"S",35000,-0.50191,"N"
"SA",250000,"M",42,"PS",35000,-1.29617,"N"
"SA",250000,"F",48,"S",15000,-0.69361,"U"
"SA",250000,"F",64,"P",35000,0.33848,"U"
"SA",250000,"F",21,"S",7500,-1.29617,"U"
"SA",250000,"M",40,"S",15000,-1.11196,"N"
"SA",250000,"F",18,"PS",75000,-0.89384,"N"
"SA",250000,"M",18,"S",35000,-0.29008,"A"
"SA",250000,"M",70,"P",35000,0.83966,"U"
"SA",250000,"F",70,"S",7500,0.63256,"Y"
"SA",250000,"M",36,"S",35000,1.12501,"Y"
"SA",250000,"F",37,"S",35000,1.5877,"Y"
"SA",250000,"M",32,"S",125000,0.6372,"Y"
"SA",250000,"F",23,"S",35000,-0.72594,"U"
"SA",250000,"M",70,"S",35000,0.67226,NA
"SA",250000,"F",51,"P",7500,1.50846,"Y"
"SA",250000,"F",44,"S",35000,0.6934,NA
"SA",250000,"F",24,"P",15000,0.47213,"Y"
"SA",250000,"M",67,"S",7500,1.54808,"Y"
"SA",250000,"M",18,"S",NA,1.0616,"Y"
"SA",250000,"F",66,"P",7500,0.59034,"U"
"SA",250000,"M",22,"P",NA,0.14292,NA
"SA",250000,"F",42,"P",15000,NA,"U"
"SA",250000,"F",26,"S",15000,0.089,"U"
"SA",250000,"M",66,"P",7500,-1.06805,NA
"SA",250000,"M",43,"PS",15000,-0.73756,"N"
"SA",250000,"F",21,"PS",7500,-1.15231,"N"
"SA",250000,"F",54,"P",15000,-1.29617,"N"
"SA",250000,"F",57,"P",2500,-1.18463,"N"
"SA",250000,"M",21,"S",NA,-1.29617,"N"
"SA",250000,"M",33,"S",15000,-1.29617,"N"
"SA",250000,"F",49,"P",35000,0.2803,"Y"
