"votebiden","feel_biden","feel_trump","feel_fauci","feel_feminists","feel_unions","feel_bigbusiness","feel_gay","feel_muslim","feel_christian","feel_jewish","feel_police","feel_scientists","feel_nra","feel_fbi","feel_rural","feel_cdc"
0,60,70,85,50,85,60,50,60,100,60,70,70,60,70,70,85
0,40,85,60,40,40,40,50,85,85,85,70,70,60,60,70,60
1,100,0,100,100,100,50,100,100,50,100,40,100,0,50,70,100
0,15,85,60,50,50,70,50,85,100,85,85,85,85,50,100,85
1,100,0,100,100,100,40,100,100,85,85,85,100,0,85,50,100
0,40,70,50,60,80,40,30,30,60,50,70,85,50,70,100,50
0,0,100,70,0,40,60,40,30,85,100,95,60,100,40,100,85
1,90,0,100,90,100,15,70,65,45,65,30,100,0,55,45,90
1,85,0,85,70,50,20,70,60,60,85,60,100,50,50,70,90
0,15,80,60,50,50,15,50,50,60,60,80,70,75,38,60,70
1,100,15,100,60,50,70,100,50,70,85,85,85,50,70,85,70
0,15,70,16,50,85,70,80,70,100,100,95,80,70,10,50,40
0,35,80,90,20,35,55,15,30,60,80,90,90,60,65,70,80
0,0,100,10,5,5,50,50,50,85,50,95,50,90,40,100,5
0,15,85,60,70,70,50,100,100,100,100,100,70,70,100,100,70
0,50,70,60,60,100,15,100,85,85,100,60,50,50,50,100,50
1,80,0,100,60,50,40,50,50,30,50,50,100,0,50,45,65
0,0,75,25,0,100,40,100,50,50,50,100,100,100,30,100,40
1,95,0,100,75,75,45,85,85,60,85,95,100,10,95,75,95
0,50,50,50,50,100,50,85,85,50,50,60,100,100,50,50,40
1,100,0,100,85,70,40,70,60,60,60,70,85,0,85,70,85
1,70,0,100,30,15,70,15,50,50,50,100,100,70,100,70,100
1,85,0,100,100,85,30,100,50,0,100,0,100,0,15,40,75
0,15,85,15,40,30,50,30,70,90,50,85,40,60,60,85,30
1,77,0,90,60,65,15,85,50,50,50,80,95,0,65,50,95
0,0,85,0,0,0,50,50,30,85,50,100,30,85,15,50,15
1,75,0,100,80,60,40,85,50,40,50,40,95,0,60,50,70
0,0,50,0,50,50,50,50,50,50,50,70,40,50,15,50,50
0,40,100,30,70,100,30,70,15,75,75,100,100,70,90,75,70
0,0,100,15,50,0,15,40,40,85,85,60,85,85,40,100,60
1,85,15,50,50,60,50,60,85,85,85,100,85,40,85,50,85
1,100,15,100,95,50,85,100,95,95,100,70,100,0,85,100,70
0,0,100,15,40,30,85,50,50,100,100,100,85,100,85,100,85
1,90,0,100,100,60,60,85,85,70,85,60,100,0,65,70,100
0,0,100,40,50,70,15,50,50,70,70,85,60,85,15,85,40
0,0,100,30,40,30,0,50,50,100,50,100,50,100,0,100,50
1,100,0,100,85,50,50,70,70,70,70,70,84,30,85,100,100
1,85,0,100,60,50,40,100,50,70,100,70,100,30,100,100,85
1,70,0,100,100,85,0,100,60,30,100,40,100,15,50,40,70
1,70,0,85,60,60,15,85,70,85,85,70,85,0,60,70,70
1,60,0,100,50,60,0,70,70,70,70,60,60,10,10,70,15
0,30,40,85,50,40,40,50,50,60,50,60,85,60,60,85,70
0,0,85,30,15,30,70,60,70,100,100,60,100,60,40,100,85
1,60,30,70,70,70,60,50,70,60,60,60,70,40,60,40,70
1,73,4,65,88,85,2,100,50,40,50,40,96,20,50,38,90
1,85,0,100,70,50,50,60,70,85,85,75,85,0,80,75,85
1,85,0,100,100,65,25,90,76,50,80,60,85,0,60,70,70
1,37,32,75,50,65,40,50,75,43,50,75,70,49,75,70,75
0,0,100,55,0,50,50,90,50,50,50,100,100,85,60,100,60
0,10,60,50,30,50,70,50,65,100,100,95,50,70,70,90,45
1,100,0,100,100,30,60,100,30,0,50,100,100,0,60,60,100
1,70,0,70,70,60,40,50,50,70,70,60,70,0,70,60,40
1,85,0,85,85,50,40,85,70,40,85,85,85,0,85,70,85
1,60,59,100,50,30,49,60,70,60,70,65,70,40,90,85,60
1,100,0,100,60,60,60,60,50,70,85,85,70,40,85,70,100
1,100,0,85,85,100,30,70,70,70,100,60,85,0,40,85,85
1,100,0,100,100,75,5,55,55,55,55,75,100,0,100,75,100
0,0,100,50,0,50,50,50,50,100,50,100,50,85,70,100,50
0,15,85,60,50,100,15,50,50,70,85,15,70,50,50,50,40
0,30,30,85,15,50,60,50,50,50,50,85,85,40,60,85,40
0,15,100,60,50,70,40,70,85,100,100,100,70,100,85,100,60
1,100,0,100,100,50,40,100,85,40,90,20,100,0,80,50,100
0,15,55,70,30,50,60,60,60,70,60,100,60,50,60,85,50
1,60,0,85,85,50,50,50,50,50,50,30,100,0,50,50,50
1,70,0,100,50,70,0,100,70,30,85,40,100,0,50,40,100
0,0,70,85,15,30,40,70,40,85,40,85,70,0,60,70,40
1,70,0,85,50,50,50,50,50,50,50,85,60,50,85,50,60
1,100,0,100,50,50,50,50,85,100,85,100,85,40,85,100,100
0,50,50,40,40,40,40,20,30,80,30,75,85,20,60,90,70
1,90,30,95,85,45,70,90,85,50,50,80,95,50,50,100,80
0,15,100,50,50,60,50,60,50,85,70,70,60,85,60,85,60
1,100,0,90,100,85,40,100,100,85,100,75,80,50,90,50,70
1,60,0,85,100,70,30,100,100,100,100,85,100,15,85,100,85
0,70,70,100,70,70,70,70,50,85,85,85,85,60,85,100,85
0,0,100,40,40,60,60,50,15,100,85,85,70,100,30,100,60
1,75,0,100,85,75,45,100,50,30,75,35,100,0,75,40,85
0,0,100,50,50,50,50,100,50,50,50,100,50,100,0,100,70
0,15,70,15,100,100,0,100,30,85,100,70,100,70,70,100,0
1,65,1,85,70,55,75,60,50,40,50,40,85,50,40,50,85
1,63,0,80,75,80,60,85,60,65,90,65,90,5,65,45,75
1,75,0,100,40,95,30,50,50,50,100,95,90,0,95,25,95
0,40,70,85,50,50,40,60,50,85,70,60,70,40,70,60,60
1,85,0,85,60,60,70,70,70,100,70,70,85,0,85,85,70
1,85,0,90,90,60,10,90,85,15,85,40,100,0,70,60,90
1,85,0,100,70,70,40,85,60,50,70,85,100,50,100,85,85
0,0,85,50,85,50,85,100,100,100,100,100,100,85,15,100,40
1,85,0,100,85,40,60,70,60,40,70,70,100,0,60,40,70
0,0,100,0,50,40,60,85,85,85,100,85,60,85,15,85,40
0,30,85,75,45,75,75,25,50,100,90,90,100,85,70,90,90
0,0,100,0,0,15,50,70,30,100,100,100,60,100,0,70,0
1,70,15,70,100,60,60,100,100,100,100,70,70,30,60,100,70
1,75,0,80,60,80,35,50,50,80,80,65,80,30,65,50,70
0,0,100,30,50,15,50,50,50,100,85,90,50,100,45,100,50
1,85,0,85,60,85,50,50,50,85,70,85,100,50,70,50,85
1,85,30,70,85,70,70,50,70,100,70,60,70,30,70,100,85
0,0,100,15,30,0,70,85,50,100,85,85,50,100,30,70,50
1,100,0,100,85,100,40,100,70,85,85,60,100,0,100,40,100
1,85,15,75,75,45,70,90,50,75,50,80,75,45,80,50,75
1,60,0,100,95,60,62,95,95,50,95,75,95,40,75,95,80
1,60,0,70,100,100,15,100,100,40,100,15,100,0,50,60,85
1,60,30,50,40,85,40,90,60,50,50,70,90,100,50,40,50
0,20,75,65,50,50,70,50,75,100,100,100,80,75,35,100,70
1,85,0,90,90,85,60,90,85,85,90,60,95,55,60,60,75
1,70,0,100,85,85,60,100,60,85,70,100,85,0,85,85,85
0,30,30,60,15,40,50,15,15,100,70,85,70,60,70,100,85
1,70,0,50,50,60,40,70,50,60,50,50,85,15,50,50,70
1,100,50,70,70,85,85,70,70,85,60,50,70,70,85,85,85
1,100,0,50,50,50,50,50,50,50,50,50,50,50,50,50,100
0,0,100,30,60,0,40,85,15,100,100,100,50,100,60,50,50
0,0,100,15,0,30,15,100,85,100,100,100,50,100,30,85,0
0,100,100,10,40,60,60,45,50,70,50,100,50,90,65,50,0
1,95,5,97,80,70,45,100,50,50,50,65,100,0,80,66,80
0,50,85,60,70,85,85,85,70,85,50,100,60,85,85,60,70
1,95,0,90,100,90,45,95,55,55,55,50,85,0,80,75,85
1,85,0,100,85,85,50,85,85,85,85,100,100,100,100,85,100
0,50,70,70,50,45,50,50,50,65,50,50,64,50,65,50,65
0,30,60,80,45,65,65,78,25,90,65,75,90,90,50,90,80
1,100,0,100,100,100,50,80,50,100,100,70,100,40,60,60,60
1,60,0,85,85,70,0,85,85,40,85,0,85,0,50,85,85
1,50,0,50,80,70,20,100,100,65,100,15,100,15,50,50,85
0,50,60,70,0,70,40,0,40,100,100,85,70,70,70,70,50
1,100,0,100,85,85,15,50,40,100,85,60,100,0,85,50,85
1,100,0,85,100,70,60,85,85,70,70,0,100,100,0,100,85
1,85,0,100,70,60,15,70,70,30,85,85,100,0,85,10,85
0,0,100,0,0,0,0,0,50,100,100,100,40,100,0,100,0
1,65,15,60,70,50,40,85,60,85,85,85,70,70,70,60,85
1,70,40,60,50,70,60,50,50,100,85,60,85,50,70,60,85
1,100,50,100,70,100,40,70,60,100,70,100,70,60,60,60,70
1,80,0,100,40,50,0,50,50,40,50,50,60,40,50,50,85
1,70,0,85,60,50,60,60,60,60,60,60,85,40,85,60,85
1,100,0,90,50,50,40,70,60,85,70,90,100,15,85,50,100
0,15,85,15,60,40,30,85,40,85,85,100,70,85,40,85,60
0,50,55,45,45,50,50,45,50,50,50,45,50,45,50,50,50
1,100,0,100,100,70,40,95,75,90,95,75,100,5,65,65,80
1,100,0,60,85,60,0,100,100,70,100,40,100,40,60,70,60
1,70,0,100,70,60,60,60,60,50,50,70,85,40,60,50,85
1,70,0,100,100,60,40,100,85,40,85,30,100,0,50,50,85
1,60,0,100,85,85,60,100,100,40,100,40,100,0,70,100,70
0,15,85,40,30,40,40,40,50,50,50,85,60,50,30,50,50
1,80,10,90,90,50,60,100,100,45,100,60,100,40,50,55,85
0,0,100,15,40,50,60,40,40,85,85,100,70,85,60,100,50
1,70,0,100,30,60,60,50,50,85,50,100,100,100,80,100,85
0,0,100,1,14,0,51,0,0,100,100,100,80,100,14,100,14
0,0,100,0,15,15,40,100,15,100,100,50,60,100,50,100,40
1,100,0,100,100,100,20,100,100,0,100,80,100,0,100,65,80
1,85,30,100,40,70,50,100,50,70,70,85,85,15,85,60,85
1,70,0,85,60,40,40,50,50,70,85,85,85,85,85,85,85
1,100,0,100,85,100,50,100,100,85,100,100,100,15,85,50,85
0,0,100,30,60,60,50,70,65,85,100,100,85,85,70,100,70
1,100,0,100,100,100,50,100,100,50,100,100,100,0,60,80,100
0,0,100,15,15,15,50,40,0,85,50,85,60,100,40,85,15
1,60,50,50,60,60,50,50,50,50,50,50,60,50,60,40,50
1,100,0,90,65,50,50,100,100,10,100,90,100,0,100,75,100
0,50,100,30,60,60,70,0,60,100,85,100,70,100,70,85,85
0,0,100,0,50,50,0,50,0,100,50,100,50,100,0,100,0
1,50,0,99,65,55,20,75,50,45,50,60,100,5,50,50,80
1,100,0,100,85,60,60,85,85,85,100,85,85,40,85,70,85
0,0,100,60,70,50,85,50,60,100,60,85,70,100,85,85,85
1,100,0,100,100,100,45,75,70,45,100,75,100,0,90,30,85
1,100,0,50,0,50,50,85,30,85,60,30,70,50,60,50,0
1,100,0,100,85,85,20,85,75,15,85,20,100,0,40,15,100
1,70,0,85,80,70,40,85,100,100,100,80,85,40,80,100,85
1,41,40,85,90,70,50,90,90,70,60,90,90,60,70,90,90
0,15,85,40,15,15,70,50,50,50,50,85,85,70,70,85,60
0,40,0,40,50,40,0,50,100,100,100,100,100,100,60,100,60
1,100,0,60,85,50,0,50,60,70,85,85,85,0,60,60,60
1,100,0,100,85,85,30,85,85,15,85,40,100,0,85,50,85
0,0,85,50,40,60,60,15,15,100,70,85,50,50,85,85,60
1,100,0,100,50,30,40,60,50,50,50,50,85,50,60,60,60
0,0,100,0,0,30,0,30,30,100,100,100,70,85,50,100,50
0,0,85,40,60,35,30,2,0,65,70,100,50,100,9,80,6
0,0,85,15,0,50,85,85,70,85,100,100,70,85,15,85,50
1,100,0,85,60,0,15,70,0,0,0,30,85,0,0,0,30
1,50,15,85,50,60,60,85,85,50,85,85,85,60,85,85,85
0,0,100,0,50,100,50,0,50,100,50,100,50,100,100,100,50
0,0,100,30,40,50,50,50,40,85,85,70,70,60,0,70,60
1,85,0,100,65,100,30,100,85,0,100,60,100,45,65,100,100
1,85,0,95,85,50,30,95,90,85,90,40,95,10,50,40,65
1,70,40,85,60,50,40,60,50,50,50,60,60,50,60,50,70
0,0,85,70,50,100,40,50,50,100,100,85,50,100,85,85,60
0,30,85,60,50,30,50,30,50,85,50,60,85,70,30,85,50
0,5,85,49,10,25,50,50,50,50,90,85,100,80,52,50,53
1,100,0,100,100,60,70,70,70,60,70,50,100,0,60,60,70
1,70,0,50,80,50,60,70,30,50,90,50,90,0,50,40,60
1,85,5,95,75,70,65,70,75,75,75,85,95,40,90,75,95
1,100,0,100,100,85,70,85,70,85,100,85,85,85,100,70,100
0,0,85,0,50,50,50,0,50,100,100,100,50,50,50,50,50
1,65,0,95,100,70,0,99,70,15,100,0,70,0,15,50,75
1,75,5,80,65,50,40,65,50,50,50,40,85,50,50,45,65
0,30,85,40,15,15,50,50,40,60,85,100,50,50,40,85,40
1,85,0,85,85,60,35,85,85,85,85,45,90,10,50,40,70
1,85,0,50,100,100,40,100,100,50,50,0,50,0,100,100,50
1,85,15,100,70,50,70,70,60,70,85,50,100,40,50,70,100
1,85,0,100,85,60,40,70,70,50,70,60,85,15,70,50,70
1,70,0,100,50,85,0,85,60,60,60,30,100,0,50,50,85
0,0,85,40,50,15,70,50,50,60,50,60,60,60,30,85,60
0,0,100,30,30,40,60,70,70,100,100,85,60,100,30,85,70
0,40,85,60,40,50,50,30,40,85,85,85,85,50,60,85,50
1,100,0,100,100,85,60,100,100,15,100,40,100,30,100,30,100
0,0,85,50,50,70,50,15,40,100,85,85,70,70,70,100,60
0,50,85,70,70,50,60,40,40,85,85,85,70,70,60,85,85
1,100,15,85,70,70,40,70,50,50,70,40,85,50,70,60,100
1,100,0,100,70,70,15,85,70,85,70,70,100,60,60,70,100
1,85,0,90,85,85,0,85,70,50,70,0,100,0,0,85,60
1,85,0,90,70,75,40,100,80,30,80,75,85,0,90,40,90
1,85,0,60,60,40,40,100,50,30,50,0,50,0,50,40,15
0,15,100,80,50,30,60,50,50,60,50,70,50,50,70,50,60
1,8,3,3,1,4,4,4,0,4,4,4,5,0,1,0,1
1,15,15,50,85,60,50,85,60,60,100,40,100,50,60,50,69
1,85,0,100,0,70,15,85,85,85,85,40,100,15,50,40,85
1,100,0,100,85,100,15,100,100,70,100,40,100,40,60,85,85
1,40,0,90,90,75,20,90,70,10,70,0,90,0,10,20,80
0,0,85,0,50,70,100,100,70,100,100,100,50,100,0,50,0
1,100,0,100,100,100,0,70,60,100,70,40,100,0,100,60,100
0,15,85,30,85,15,85,50,50,100,50,70,85,50,60,85,60
1,70,0,100,40,60,15,85,70,15,70,60,100,0,40,50,100
1,85,0,85,100,90,0,100,100,85,100,1,95,0,60,70,95
0,60,75,85,60,50,50,50,50,85,85,70,70,50,70,95,40
0,0,85,15,0,50,50,15,50,100,100,85,85,85,85,85,40
1,85,0,100,85,70,40,85,85,40,85,40,90,15,85,50,85
1,80,0,90,85,85,15,85,85,70,80,75,100,15,85,100,90
1,60,0,85,70,85,30,100,100,30,100,15,100,0,30,40,85
1,15,0,85,85,100,0,100,100,15,100,0,100,0,0,70,100
1,90,0,90,90,75,75,90,85,80,85,80,90,80,80,75,90
1,90,0,100,100,80,50,100,100,30,100,70,100,0,80,50,70
0,25,68,75,20,65,70,95,90,100,95,45,80,100,50,100,95
0,30,85,60,40,30,60,50,60,70,40,100,60,40,70,85,30
1,85,0,100,50,60,40,85,70,30,50,40,100,0,85,60,100
1,85,0,100,85,85,60,100,70,100,85,85,100,30,100,70,100
1,100,0,100,85,70,40,85,70,85,85,85,85,50,70,50,85
1,70,0,85,70,60,60,85,70,60,70,60,90,40,70,60,70
1,70,0,85,100,50,15,100,100,0,100,50,100,0,30,50,70
0,0,100,50,40,40,85,50,50,100,100,100,20,100,85,50,15
0,0,100,40,30,50,70,40,30,85,100,100,100,100,70,100,50
0,25,70,30,30,60,15,40,50,90,95,90,60,60,70,100,60
0,0,100,0,5,0,25,50,0,50,50,75,50,75,0,95,25
1,100,0,100,100,85,60,100,100,100,100,100,100,50,100,50,100
1,85,0,85,50,85,40,50,50,40,50,70,85,40,70,70,85
0,40,50,70,70,60,50,60,60,70,50,70,70,70,85,70,85
0,0,100,0,30,85,40,40,30,15,50,70,85,100,50,85,30
0,50,85,60,40,40,40,70,70,85,85,70,70,60,40,70,60
1,70,0,85,100,100,70,100,100,100,100,85,100,100,100,100,100
1,70,0,85,100,85,40,85,85,70,85,40,100,15,50,50,50
1,85,0,100,60,40,0,70,50,40,50,30,85,0,60,15,100
0,15,60,50,50,50,50,40,50,90,60,30,70,10,15,40,60
0,0,85,60,40,30,60,70,30,95,85,100,85,90,60,100,55
1,100,0,100,50,100,50,70,70,70,100,100,100,20,0,50,100
0,70,80,85,70,70,70,60,50,85,85,75,95,70,75,85,100
1,100,0,50,100,100,70,100,100,0,100,60,100,100,100,100,50
1,100,0,85,70,100,50,100,50,85,85,85,85,30,70,85,70
0,0,100,85,50,60,60,50,50,100,50,85,85,100,100,100,100
1,85,30,100,70,70,70,60,50,85,85,70,100,40,85,70,85
0,0,85,70,20,0,50,85,50,85,50,85,85,85,85,50,60
1,70,0,100,40,50,85,60,50,100,85,100,100,0,100,70,100
0,40,30,100,75,0,60,90,50,70,85,95,90,60,95,90,100
1,70,0,60,60,50,30,50,50,60,85,80,60,40,50,50,60
1,60,0,40,85,85,30,100,70,15,40,15,100,0,60,50,60
1,40,30,100,50,100,15,50,50,50,50,60,85,85,50,50,50
0,7,60,85,70,70,30,70,60,70,70,60,85,40,70,60,85
1,85,0,100,90,30,25,100,80,80,65,75,90,0,65,80,90
1,80,0,100,60,80,10,100,50,5,50,80,100,0,70,45,50
1,90,0,100,75,85,50,100,80,75,90,75,100,0,90,75,100
0,0,100,40,15,30,60,85,50,70,70,90,70,90,40,90,60
0,30,50,30,50,50,50,50,50,50,50,70,50,50,80,50,50
0,40,40,60,50,50,50,50,50,50,50,100,100,40,100,50,100
1,85,0,85,50,70,50,50,50,50,50,50,70,0,50,50,70
1,85,0,100,85,70,40,100,100,100,100,85,85,30,85,100,85
1,85,0,85,70,60,70,50,70,85,70,85,85,60,70,70,85
1,75,0,90,90,75,10,70,75,50,99,5,90,5,80,65,85
0,40,100,30,70,30,70,50,40,100,100,85,60,100,0,100,60
0,0,100,40,50,50,50,50,30,85,50,85,70,50,50,85,50
1,60,30,85,70,60,85,85,70,0,30,85,100,50,85,50,100
0,0,85,50,50,85,40,50,15,100,50,85,50,100,100,50,100
0,0,100,70,85,40,85,70,40,85,100,100,60,85,85,85,70
1,100,0,100,100,85,15,100,100,100,100,100,100,0,85,100,100
1,51,15,65,51,50,50,50,50,50,50,55,85,50,50,50,70
1,70,0,80,70,70,70,60,30,40,70,60,100,0,30,40,50
1,100,0,90,90,100,70,95,85,85,95,60,100,15,60,75,85
0,40,80,15,30,15,40,50,50,70,50,70,50,60,15,50,50
1,100,0,100,85,100,50,85,70,100,100,100,100,50,100,50,100
1,70,0,50,85,60,40,85,100,85,85,70,85,30,70,30,60
0,0,100,70,50,60,50,50,50,50,50,100,100,100,85,85,70
1,85,0,90,85,70,30,70,50,40,80,40,100,0,50,40,85
1,60,0,85,30,100,15,100,15,0,70,30,100,0,40,85,85
0,40,85,70,60,50,70,60,85,100,85,100,60,60,70,100,70
1,85,0,100,70,40,15,85,50,85,85,40,100,0,70,70,85
1,70,0,85,70,60,40,70,60,60,70,70,70,0,60,60,70
0,50,40,85,85,70,40,50,50,85,100,85,100,85,85,100,100
1,55,25,50,35,50,25,50,40,60,50,70,90,40,70,50,95
1,100,0,100,100,100,60,100,100,50,100,60,100,0,70,85,85
0,0,75,15,30,50,30,50,100,100,100,100,50,100,50,50,35
0,30,85,50,30,30,85,50,40,100,85,85,60,70,50,85,60
1,60,0,85,50,50,50,70,50,40,50,40,60,15,50,50,60
1,85,15,80,85,85,85,85,85,85,85,85,85,30,85,85,85
1,100,70,100,70,70,100,0,70,70,70,100,100,0,100,100,100
0,0,85,70,50,50,15,50,50,100,100,70,60,50,15,50,50
0,0,100,0,0,0,30,0,0,70,70,70,50,70,0,70,0
1,60,15,70,60,50,40,85,70,85,70,60,50,50,70,50,60
0,5,72,65,30,70,60,50,65,95,80,90,80,80,70,90,75
1,85,0,100,85,50,60,85,100,85,100,40,85,40,85,50,85
1,100,15,100,60,50,60,50,50,100,50,30,50,0,70,50,100
0,40,100,70,100,50,100,30,40,100,100,85,100,100,100,100,100
1,85,0,100,85,70,40,85,50,40,50,40,100,0,60,50,70
0,40,60,40,50,30,15,100,85,100,100,100,60,100,85,70,50
1,85,0,100,85,80,40,100,100,85,95,85,100,10,80,75,100
0,50,100,30,70,70,15,70,50,50,100,85,60,100,70,85,60
0,0,70,85,30,70,60,60,40,85,85,85,85,85,100,85,85
0,0,85,15,50,70,70,0,50,85,85,70,85,15,0,60,15
1,85,5,100,50,25,95,45,30,35,100,85,100,100,95,50,100
1,100,0,85,55,65,0,98,98,45,100,51,100,0,90,80,90
1,99,0,100,90,50,40,50,50,50,50,40,100,0,50,30,85
1,90,0,95,80,70,10,85,75,30,80,85,90,5,85,40,85
1,85,0,100,100,60,40,100,100,85,100,60,100,0,70,15,85
0,0,100,15,60,0,70,0,0,100,85,100,50,100,100,100,50
1,100,0,70,85,70,50,85,85,40,85,60,100,0,100,40,85
1,75,25,75,50,75,25,25,50,50,50,75,75,50,50,50,75
0,20,90,35,50,60,60,60,60,100,90,100,90,85,35,100,90
0,15,85,30,85,100,40,100,50,100,100,85,50,70,50,85,40
1,100,0,100,85,60,50,85,85,85,85,70,85,15,50,50,85
1,60,15,40,40,40,60,40,70,100,50,40,50,15,50,40,50
1,100,15,100,70,85,85,85,85,100,100,70,85,50,70,40,70
0,15,100,50,50,50,50,50,50,70,70,100,85,85,70,85,70
0,50,60,100,40,50,70,0,0,50,50,100,100,50,100,100,100
1,100,0,100,0,70,60,100,100,75,100,100,90,70,70,100,90
1,85,0,50,60,85,50,85,15,15,50,70,85,0,50,50,50
1,60,0,85,40,60,15,50,50,40,50,60,70,40,60,60,85
0,0,85,40,40,60,60,50,40,85,60,85,70,70,60,85,85
0,50,85,40,50,30,60,100,100,85,100,100,60,85,50,100,70
1,70,0,50,100,50,30,100,100,85,100,40,100,0,40,85,85
0,15,70,50,60,40,40,60,50,50,50,60,60,60,40,60,50
1,100,0,100,85,85,50,100,100,100,100,60,100,0,80,80,100
0,0,100,30,0,50,50,0,15,100,85,85,50,85,0,85,30
1,85,30,85,70,70,60,85,85,85,85,85,85,70,70,70,70
0,0,94,15,8,12,80,60,69,85,70,80,50,89,35,99,35
1,85,1,80,80,50,60,100,100,100,100,80,85,70,100,100,100
1,85,0,85,100,100,30,100,85,85,85,40,100,0,85,60,85
0,30,60,85,50,40,60,50,50,85,85,85,85,60,60,70,70
0,0,85,50,30,30,85,50,30,100,100,85,60,60,70,85,70
0,15,85,40,40,60,40,70,40,85,70,100,100,100,85,60,50
0,15,100,60,30,50,60,85,85,100,100,100,60,100,60,100,70
1,70,30,60,50,70,40,50,50,70,50,60,60,40,50,40,40
1,85,0,85,50,50,50,85,85,85,85,60,100,0,40,60,100
0,0,85,85,50,50,70,50,85,85,85,85,85,80,80,80,85
0,30,100,50,50,60,85,50,40,100,50,85,50,85,85,100,70
1,85,0,100,85,60,60,85,70,85,85,85,85,15,85,85,100
1,60,0,100,30,60,60,30,0,85,60,85,85,15,85,85,100
1,70,40,100,95,85,55,100,40,95,100,80,100,0,50,60,90
1,85,0,100,100,85,85,100,100,50,100,85,100,0,85,100,100
1,85,0,50,70,70,30,70,85,70,70,70,85,40,50,40,70
1,85,0,100,85,85,60,85,60,15,85,40,85,50,70,60,70
1,100,0,100,85,60,50,70,85,60,85,70,100,15,85,50,70
1,97,4,95,88,80,55,82,87,90,90,85,97,8,90,45,93
1,70,0,100,75,40,70,60,50,60,70,60,100,0,70,30,85
1,100,0,100,15,60,15,15,30,50,40,30,100,0,70,50,85
1,100,0,100,75,100,50,50,60,85,85,85,85,15,100,75,100
1,100,0,100,85,70,70,70,70,70,100,88,100,40,88,100,100
1,70,15,75,80,70,25,90,85,60,90,75,85,20,70,50,75
1,85,30,100,70,100,70,85,85,85,100,70,85,40,70,60,100
0,50,100,50,50,100,100,50,50,100,100,100,100,100,50,100,50
0,0,100,60,50,85,50,50,50,100,100,100,100,100,100,60,100
1,100,0,50,100,100,85,100,50,50,50,100,100,70,100,50,100
0,0,100,30,10,0,70,10,10,100,100,100,70,70,50,100,50
1,100,0,100,100,70,50,100,70,40,100,60,100,0,70,50,80
1,60,30,50,60,60,30,60,60,60,60,70,60,50,70,60,70
1,85,30,70,60,70,40,60,50,70,85,85,85,40,70,60,70
1,100,0,85,85,85,30,100,100,100,100,50,100,0,100,100,85
0,50,60,85,50,50,50,30,50,85,50,85,85,50,70,85,85
1,85,15,50,85,85,70,100,100,70,100,85,100,50,50,50,85
1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
1,70,0,70,90,90,30,100,90,40,90,5,85,0,40,70,70
1,100,0,100,100,60,0,100,85,70,100,70,100,0,50,40,100
0,0,85,30,60,70,60,50,50,100,100,85,70,85,40,85,30
0,0,85,70,50,50,50,15,60,100,85,85,60,100,50,85,85
0,0,70,50,30,40,50,50,30,50,50,50,50,50,30,60,40
1,85,0,85,85,85,15,85,85,70,85,70,85,0,70,85,85
0,0,70,0,0,40,0,0,0,100,50,70,50,100,50,100,0
0,0,100,0,0,15,15,15,0,0,85,90,60,100,70,75,40
0,0,85,30,40,60,50,70,40,85,85,85,85,70,30,100,60
1,85,0,100,95,85,25,100,100,60,90,70,95,10,50,45,95
0,35,65,35,65,65,45,60,50,65,50,80,60,85,80,80,55
1,60,0,85,30,50,30,70,50,30,50,50,85,40,60,40,60
1,85,0,85,50,50,50,50,50,50,50,70,85,40,60,50,60
1,60,30,85,70,60,85,60,60,70,70,70,85,50,85,70,85
0,0,100,15,0,5,20,15,55,100,55,100,90,100,20,100,50
1,85,0,100,60,50,85,50,40,85,85,85,100,15,100,70,100
1,30,0,50,40,60,0,85,100,60,85,85,85,70,70,85,70
0,0,100,0,0,100,50,50,0,100,50,60,0,100,50,50,50
0,0,85,30,15,50,60,15,50,100,50,100,60,70,30,85,85
1,85,0,85,70,70,40,70,70,60,70,60,85,40,50,70,70
1,85,0,85,100,50,40,100,100,70,100,40,100,30,100,50,100
1,85,40,85,70,70,50,70,60,85,85,70,85,60,70,70,85
1,85,0,85,85,50,30,85,60,85,85,70,70,0,85,40,100
1,70,0,85,70,70,50,70,60,60,70,70,85,40,50,50,70
1,85,0,95,80,80,70,100,70,20,60,80,100,0,80,70,80
0,40,70,100,50,75,50,0,0,70,50,100,100,100,100,100,50
0,60,85,70,60,70,60,60,60,40,70,85,100,60,70,70,70
0,0,85,50,30,40,50,0,0,100,30,85,50,30,85,85,50
0,50,70,50,50,50,30,50,50,50,50,50,50,50,50,50,50
0,40,60,0,50,35,50,50,50,55,60,90,65,75,50,85,25
0,0,100,40,0,40,70,0,30,100,85,85,70,85,40,100,70
0,50,70,50,30,40,85,0,50,85,50,50,50,0,50,60,40
1,40,0,85,60,85,30,70,70,60,70,30,85,0,70,30,50
0,0,70,50,40,60,70,15,40,70,50,100,60,100,60,100,85
1,100,0,0,60,60,30,100,100,40,100,30,100,0,70,85,100
1,100,0,100,100,100,15,100,50,50,50,50,70,0,60,40,100
1,85,0,100,70,60,30,70,70,70,85,70,100,30,100,60,85
0,15,85,50,70,50,50,50,50,100,70,60,60,85,60,85,40
0,60,85,15,0,0,85,30,30,30,30,85,70,15,85,70,40
